,class,kindom,phylum,class,order,family,genus,species
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Aquificaceae|g_Aquifex|s_Aquifex_aeolicus,species,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Aquificaceae,g_Aquifex,s_Aquifex_aeolicus
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Hydrogenothermaceae,family,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Hydrogenothermaceae,,
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Hydrogenothermaceae|g_Persephonella,genus,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Hydrogenothermaceae,g_Persephonella,
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Hydrogenothermaceae|g_Persephonella|s_Persephonella_marina,species,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Hydrogenothermaceae,g_Persephonella,s_Persephonella_marina
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Hydrogenothermaceae|g_Sulfurihydrogenibium,genus,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Hydrogenothermaceae,g_Sulfurihydrogenibium,
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Hydrogenothermaceae|g_Sulfurihydrogenibium|s_Sulfurihydrogenibium_azorense,species,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Hydrogenothermaceae,g_Sulfurihydrogenibium,s_Sulfurihydrogenibium_azorense
k_Bacteria|p_Aquificae|c_Aquificae|o_Aquificales|f_Hydrogenothermaceae|g_Sulfurihydrogenibium|s_Sulfurihydrogenibium_sp._YO3AOP1,species,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_Hydrogenothermaceae,g_Sulfurihydrogenibium,s_Sulfurihydrogenibium_sp._YO3AOP1
k_Bacteria|p_Nitrospirae,phylum,k_Bacteria,p_Nitrospirae,,,,,
k_Bacteria|p_Nitrospirae|c_Nitrospira,class,k_Bacteria,p_Nitrospirae,c_Nitrospira,,,,
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales,order,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,,,
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae,family,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,,
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Thermodesulfovibrio,genus,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Thermodesulfovibrio,
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Thermodesulfovibrio|s_Thermodesulfovibrio_yellowstonii,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Thermodesulfovibrio,s_Thermodesulfovibrio_yellowstonii
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Leptospirillum,genus,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Leptospirillum,
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Leptospirillum|s_Leptospirillum_ferrooxidans,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Leptospirillum,s_Leptospirillum_ferrooxidans
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Leptospirillum|s_Leptospirillum_sp._Group_II_'CF-1',species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Leptospirillum,s_Leptospirillum_sp._Group_II_'CF-1'
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Leptospirillum|s_Leptospirillum_ferriphilum,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Leptospirillum,s_Leptospirillum_ferriphilum
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira,genus,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Nitrospira,
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_defluvii,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Nitrospira,s_Nitrospira_defluvii
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_sp._KM1,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Nitrospira,s_Nitrospira_sp._KM1
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Candidatus_Nitrospira_inopinata,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Nitrospira,s_Candidatus_Nitrospira_inopinata
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_japonica,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Nitrospira,s_Nitrospira_japonica
k_Bacteria|p_Nitrospirae|c_Nitrospira|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_moscoviensis,species,k_Bacteria,p_Nitrospirae,c_Nitrospira,o_Nitrospirales,f_Nitrospiraceae,g_Nitrospira,s_Nitrospira_moscoviensis
k_Bacteria|p_Synergistetes,phylum,k_Bacteria,p_Synergistetes,,,,,
k_Bacteria|p_Synergistetes|c_Synergistia,class,k_Bacteria,p_Synergistetes,c_Synergistia,,,,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales,order,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,,,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae,family,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Thermovirga,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Thermovirga,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Thermovirga|s_Thermovirga_lienii,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Thermovirga,s_Thermovirga_lienii
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Thermanaerovibrio,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Thermanaerovibrio,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Thermanaerovibrio|s_Thermanaerovibrio_velox,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Thermanaerovibrio,s_Thermanaerovibrio_velox
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Thermanaerovibrio|s_Thermanaerovibrio_acidaminovorans,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Thermanaerovibrio,s_Thermanaerovibrio_acidaminovorans
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Aminobacterium,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Aminobacterium,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Aminobacterium|s_Aminobacterium_colombiense,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Aminobacterium,s_Aminobacterium_colombiense
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Acetomicrobium,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Acetomicrobium,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Acetomicrobium|s_Acetomicrobium_mobile,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Acetomicrobium,s_Acetomicrobium_mobile
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Jonquetella,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Jonquetella,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Jonquetella|s_Jonquetella_anthropi,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Jonquetella,s_Jonquetella_anthropi
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Aminomonas,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Aminomonas,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Aminomonas|s_Aminomonas_paucivorans,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Aminomonas,s_Aminomonas_paucivorans
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Cloacibacillus,genus,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Cloacibacillus,
k_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Cloacibacillus|s_Cloacibacillus_porcorum,species,k_Bacteria,p_Synergistetes,c_Synergistia,o_Synergistales,f_Synergistaceae,g_Cloacibacillus,s_Cloacibacillus_porcorum
k_Bacteria|p_Thermotogae,phylum,k_Bacteria,p_Thermotogae,,,,,
k_Bacteria|p_Thermotogae|c_Thermotogae,class,k_Bacteria,p_Thermotogae,c_Thermotogae,,,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Mesoaciditogales,order,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Mesoaciditogales,,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Mesoaciditogales|f_Mesoaciditogaceae,family,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Mesoaciditogales,f_Mesoaciditogaceae,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Mesoaciditogales|f_Mesoaciditogaceae|g_Athalassotoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Mesoaciditogales,f_Mesoaciditogaceae,g_Athalassotoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Mesoaciditogales|f_Mesoaciditogaceae|g_Athalassotoga|s_Athalassotoga_saccharophila,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Mesoaciditogales,f_Mesoaciditogaceae,g_Athalassotoga,s_Athalassotoga_saccharophila
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales,order,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae,family,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Petrotoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Petrotoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Petrotoga|s_Petrotoga_mobilis,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Petrotoga,s_Petrotoga_mobilis
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Defluviitoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Defluviitoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Defluviitoga|s_Defluviitoga_tunisiensis,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Defluviitoga,s_Defluviitoga_tunisiensis
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Marinitoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Marinitoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Marinitoga|s_Marinitoga_piezophila,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Marinitoga,s_Marinitoga_piezophila
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Marinitoga|s_Marinitoga_sp._1137,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Marinitoga,s_Marinitoga_sp._1137
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Tepiditoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Tepiditoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Tepiditoga|s_Tepiditoga_spiralis,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_Petrotogaceae,g_Tepiditoga,s_Tepiditoga_spiralis
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales,order,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae,family,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Kosmotoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,g_Kosmotoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Kosmotoga|s_Kosmotoga_olearia,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,g_Kosmotoga,s_Kosmotoga_olearia
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Kosmotoga|s_Kosmotoga_pacifica,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,g_Kosmotoga,s_Kosmotoga_pacifica
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Mesotoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,g_Mesotoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Mesotoga|s_Mesotoga_prima,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,g_Mesotoga,s_Mesotoga_prima
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Mesotoga|s_Mesotoga_infera,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Kosmotogales,f_Kosmotogaceae,g_Mesotoga,s_Mesotoga_infera
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales,order,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae,family,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Fervidobacterium,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Fervidobacterium,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Fervidobacterium|s_Fervidobacterium_changbaicum,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Fervidobacterium,s_Fervidobacterium_changbaicum
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Fervidobacterium|s_Fervidobacterium_islandicum,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Fervidobacterium,s_Fervidobacterium_islandicum
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Fervidobacterium|s_Fervidobacterium_nodosum,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Fervidobacterium,s_Fervidobacterium_nodosum
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Fervidobacterium|s_Fervidobacterium_pennivorans,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Fervidobacterium,s_Fervidobacterium_pennivorans
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Thermosipho,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Thermosipho,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Thermosipho|s_Thermosipho_sp._1070,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Thermosipho,s_Thermosipho_sp._1070
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Thermosipho|s_Thermosipho_sp._1063,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Thermosipho,s_Thermosipho_sp._1063
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Thermosipho|s_Thermosipho_africanus,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Thermosipho,s_Thermosipho_africanus
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Fervidobacteriaceae|g_Thermosipho|s_Thermosipho_melanesiensis,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Thermosipho,s_Thermosipho_melanesiensis
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae,family,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Pseudothermotoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Pseudothermotoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Pseudothermotoga|s_Pseudothermotoga_elfii,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Pseudothermotoga,s_Pseudothermotoga_elfii
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Pseudothermotoga|s_Pseudothermotoga_lettingae,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Pseudothermotoga,s_Pseudothermotoga_lettingae
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Pseudothermotoga|s_Pseudothermotoga_hypogea,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Pseudothermotoga,s_Pseudothermotoga_hypogea
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Pseudothermotoga|s_Pseudothermotoga_thermarum,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Pseudothermotoga,s_Pseudothermotoga_thermarum
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga,genus,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_petrophila,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_petrophila
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_sp._Cell2,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_sp._Cell2
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_naphthophila,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_naphthophila
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_sp._RQ2,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_sp._RQ2
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_neapolitana,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_neapolitana
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_profunda,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_profunda
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_maritima,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_maritima
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_sp._2812B,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_sp._2812B
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_sp._RQ7,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_sp._RQ7
k_Bacteria|p_Thermotogae|c_Thermotogae|o_Thermotogales|f_Thermotogaceae|g_Thermotoga|s_Thermotoga_caldifontis,species,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Thermotoga,s_Thermotoga_caldifontis
k_Bacteria|p_Acidobacteria,phylum,k_Bacteria,p_Acidobacteria,,,,,
k_Bacteria|p_Acidobacteria|c_Blastocatellia,class,k_Bacteria,p_Acidobacteria,c_Blastocatellia,,,,
k_Bacteria|p_Acidobacteria|c_Blastocatellia|g_Chloracidobacterium,genus,k_Bacteria,p_Acidobacteria,c_Blastocatellia,g_Chloracidobacterium,,,
k_Bacteria|p_Acidobacteria|c_Blastocatellia|g_Chloracidobacterium|s_Chloracidobacterium_thermophilum,species,k_Bacteria,p_Acidobacteria,c_Blastocatellia,g_Chloracidobacterium,s_Chloracidobacterium_thermophilum,,
k_Bacteria|p_Acidobacteria|c_Vicinamibacteria,class,k_Bacteria,p_Acidobacteria,c_Vicinamibacteria,,,,
k_Bacteria|p_Acidobacteria|c_Vicinamibacteria|f_Vicinamibacteraceae,family,k_Bacteria,p_Acidobacteria,c_Vicinamibacteria,f_Vicinamibacteraceae,,,
k_Bacteria|p_Acidobacteria|c_Vicinamibacteria|f_Vicinamibacteraceae|g_Luteitalea,genus,k_Bacteria,p_Acidobacteria,c_Vicinamibacteria,f_Vicinamibacteraceae,g_Luteitalea,,
k_Bacteria|p_Acidobacteria|c_Vicinamibacteria|f_Vicinamibacteraceae|g_Luteitalea|s_Luteitalea_pratensis,species,k_Bacteria,p_Acidobacteria,c_Vicinamibacteria,f_Vicinamibacteraceae,g_Luteitalea,s_Luteitalea_pratensis,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia,class,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,,,,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales,order,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,,,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales|f_Bryobacteraceae,family,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,f_Bryobacteraceae,,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales|f_Bryobacteraceae|g_Paludibaculum,genus,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,f_Bryobacteraceae,g_Paludibaculum,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales|f_Bryobacteraceae|g_Paludibaculum|s_Paludibaculum_fermentans,species,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,f_Bryobacteraceae,g_Paludibaculum,s_Paludibaculum_fermentans
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales|f_Solibacteraceae,family,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,f_Solibacteraceae,,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales|f_Solibacteraceae|g_Candidatus_Solibacter,genus,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,f_Solibacteraceae,g_Candidatus_Solibacter,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Bryobacterales|f_Solibacteraceae|g_Candidatus_Solibacter|s_Candidatus_Solibacter_usitatus,species,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Bryobacterales,f_Solibacteraceae,g_Candidatus_Solibacter,s_Candidatus_Solibacter_usitatus
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Acidobacteriales,order,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Acidobacteriales,,,
k_Bacteria|p_Acidobacteria|c_Acidobacteriia|o_Acidobacteriales|f_Acidobacteriaceae,family,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Acidobacteriales,f_Acidobacteriaceae,,
